id,County,pop2014
19009,"Audubon County, Iowa",5794
19011,"Benton County, Iowa",25680
19013,"Black Hawk County, Iowa",132897
19015,"Boone County, Iowa",26433
19017,"Bremer County, Iowa",24721
19019,"Buchanan County, Iowa",21038
19021,"Buena Vista County, Iowa",20578
19023,"Butler County, Iowa",15006
19025,"Calhoun County, Iowa",9866
19027,"Carroll County, Iowa",20562
19029,"Cass County, Iowa",13448
19031,"Cedar County, Iowa",18411
19033,"Cerro Gordo County, Iowa",43254
19035,"Cherokee County, Iowa",11836
19037,"Chickasaw County, Iowa",12264
19039,"Clarke County, Iowa",9217
19041,"Clay County, Iowa",16515
19043,"Clayton County, Iowa",17692
19045,"Clinton County, Iowa",48051
19047,"Crawford County, Iowa",17228
19049,"Dallas County, Iowa",77400
19051,"Davis County, Iowa",8781
19053,"Decatur County, Iowa",8263
19055,"Delaware County, Iowa",17398
19057,"Des Moines County, Iowa",40255
19059,"Dickinson County, Iowa",16935
19061,"Dubuque County, Iowa",96370
19063,"Emmet County, Iowa",9990
19065,"Fayette County, Iowa",20343
19067,"Floyd County, Iowa",16077
19069,"Franklin County, Iowa",10436
19071,"Fremont County, Iowa",7022
19073,"Greene County, Iowa",9200
19075,"Grundy County, Iowa",12375
19077,"Guthrie County, Iowa",10722
19079,"Hamilton County, Iowa",15117
19081,"Hancock County, Iowa",11027
19083,"Hardin County, Iowa",17311
19085,"Harrison County, Iowa",14324
19087,"Henry County, Iowa",20217
19089,"Howard County, Iowa",9449
19091,"Humboldt County, Iowa",9640
19093,"Ida County, Iowa",7042
19095,"Iowa County, Iowa",16375
19097,"Jackson County, Iowa",19482
19099,"Jasper County, Iowa",36872
19101,"Jefferson County, Iowa",17325
19103,"Johnson County, Iowa",142287
19105,"Jones County, Iowa",20454
19107,"Keokuk County, Iowa",10231
19109,"Kossuth County, Iowa",15222
19111,"Lee County, Iowa",35286
19113,"Linn County, Iowa",217751
19115,"Louisa County, Iowa",11161
19117,"Lucas County, Iowa",8701
19119,"Lyon County, Iowa",11683
19121,"Madison County, Iowa",15609
19123,"Mahaska County, Iowa",22370
19125,"Marion County, Iowa",33365
19127,"Marshall County, Iowa",40866
19129,"Mills County, Iowa",14831
19131,"Mitchell County, Iowa",10779
19133,"Monona County, Iowa",8996
19135,"Monroe County, Iowa",8001
19137,"Montgomery County, Iowa",10421
19139,"Muscatine County, Iowa",42903
19141,"O'Brien County, Iowa",14056
19143,"Osceola County, Iowa",6218
19145,"Page County, Iowa",15496
19147,"Palo Alto County, Iowa",9099
19149,"Plymouth County, Iowa",24874
19151,"Pocahontas County, Iowa",7138
19153,"Polk County, Iowa",459862
19155,"Pottawattamie County, Iowa",93128
19157,"Poweshiek County, Iowa",18668
19159,"Ringgold County, Iowa",5051
19161,"Sac County, Iowa",10035
19163,"Scott County, Iowa",171387
19165,"Shelby County, Iowa",11948
19167,"Sioux County, Iowa",34681
19169,"Story County, Iowa",94073
19171,"Tama County, Iowa",17451
19173,"Taylor County, Iowa",6143
19175,"Union County, Iowa",12516
19177,"Van Buren County, Iowa",7468
19179,"Wapello County, Iowa",35212
19181,"Warren County, Iowa",47956
19183,"Washington County, Iowa",22070
19185,"Wayne County, Iowa",6395
19187,"Webster County, Iowa",36955
19189,"Winnebago County, Iowa",10559
19191,"Winneshiek County, Iowa",20768
19193,"Woodbury County, Iowa",102271
19195,"Worth County, Iowa",7624
19197,"Wright County, Iowa",12840
20001,"Allen County, Kansas",12909
20003,"Anderson County, Kansas",7883
20005,"Atchison County, Kansas",16513
20007,"Barber County, Kansas",4897
20009,"Barton County, Kansas",27385
20011,"Bourbon County, Kansas",14772
20013,"Brown County, Kansas",9815
20015,"Butler County, Kansas",66227
20017,"Chase County, Kansas",2692
20019,"Chautauqua County, Kansas",3481
20021,"Cherokee County, Kansas",20787
20023,"Cheyenne County, Kansas",2693
20025,"Clark County, Kansas",2144
20027,"Clay County, Kansas",8317
20029,"Cloud County, Kansas",9385
20031,"Coffey County, Kansas",8433
20033,"Comanche County, Kansas",1954
20035,"Cowley County, Kansas",35963
20037,"Crawford County, Kansas",39290
20039,"Decatur County, Kansas",2908
20041,"Dickinson County, Kansas",19394
20043,"Doniphan County, Kansas",7874
20045,"Douglas County, Kansas",116585
20047,"Edwards County, Kansas",3030
20049,"Elk County, Kansas",2694
20051,"Ellis County, Kansas",29013
20053,"Ellsworth County, Kansas",6392
20055,"Finney County, Kansas",37184
20057,"Ford County, Kansas",34795
20059,"Franklin County, Kansas",25611
20061,"Geary County, Kansas",36713
20063,"Gove County, Kansas",2727
20065,"Graham County, Kansas",2566
20067,"Grant County, Kansas",7816
20069,"Gray County, Kansas",6082
20071,"Greeley County, Kansas",1301
20073,"Greenwood County, Kansas",6328
20075,"Hamilton County, Kansas",2603
20077,"Harper County, Kansas",5818
20079,"Harvey County, Kansas",34820
20081,"Haskell County, Kansas",4106
20083,"Hodgeman County, Kansas",1916
20085,"Jackson County, Kansas",13539
20087,"Jefferson County, Kansas",18855
20089,"Jewell County, Kansas",3043
20091,"Johnson County, Kansas",574272
20093,"Kearny County, Kansas",3915
20095,"Kingman County, Kansas",7698
20097,"Kiowa County, Kansas",2513
20099,"Labette County, Kansas",20960
20101,"Lane County, Kansas",1687
20103,"Leavenworth County, Kansas",78797
20105,"Lincoln County, Kansas",3167
20107,"Linn County, Kansas",9502
20109,"Logan County, Kansas",2794
20111,"Lyon County, Kansas",33212
20113,"McPherson County, Kansas",29241
20115,"Marion County, Kansas",12208
20117,"Marshall County, Kansas",10006
20119,"Meade County, Kansas",4357
20121,"Miami County, Kansas",32822
20123,"Mitchell County, Kansas",6284
20125,"Montgomery County, Kansas",34065
20127,"Morris County, Kansas",5698
20129,"Morton County, Kansas",3110
20131,"Nemaha County, Kansas",10148
20133,"Neosho County, Kansas",16416
20135,"Ness County, Kansas",3105
20137,"Norton County, Kansas",5560
20139,"Osage County, Kansas",15936
20141,"Osborne County, Kansas",3756
20143,"Ottawa County, Kansas",6065
20145,"Pawnee County, Kansas",6916
20147,"Phillips County, Kansas",5533
20149,"Pottawatomie County, Kansas",22897
20151,"Pratt County, Kansas",9850
20153,"Rawlins County, Kansas",2584
20155,"Reno County, Kansas",63794
20157,"Republic County, Kansas",4803
20159,"Rice County, Kansas",10015
20161,"Riley County, Kansas",75194
20163,"Rooks County, Kansas",5155
20165,"Rush County, Kansas",3197
20167,"Russell County, Kansas",6956
20169,"Saline County, Kansas",55755
20171,"Scott County, Kansas",5080
20173,"Sedgwick County, Kansas",508803
20175,"Seward County, Kansas",23465
20177,"Shawnee County, Kansas",178406
20179,"Sheridan County, Kansas",2539
20181,"Sherman County, Kansas",6110
20183,"Smith County, Kansas",3769
20185,"Stafford County, Kansas",4297
20187,"Stanton County, Kansas",2111
20189,"Stevens County, Kansas",5801
20191,"Sumner County, Kansas",23528
20193,"Thomas County, Kansas",7891
20195,"Trego County, Kansas",2902
20197,"Wabaunsee County, Kansas",7022
20199,"Wallace County, Kansas",1506
20201,"Washington County, Kansas",5598
20203,"Wichita County, Kansas",2176
20205,"Wilson County, Kansas",9028
20207,"Woodson County, Kansas",3157
20209,"Wyandotte County, Kansas",161636
21001,"Adair County, Kentucky",19204
21003,"Allen County, Kentucky",20384
21005,"Anderson County, Kentucky",21888
21007,"Ballard County, Kentucky",8240
21009,"Barren County, Kentucky",43148
21011,"Bath County, Kentucky",12206
21013,"Bell County, Kentucky",27778
21015,"Boone County, Kentucky",126413
21017,"Bourbon County, Kentucky",19972
21019,"Boyd County, Kentucky",48832
21021,"Boyle County, Kentucky",29706
21023,"Bracken County, Kentucky",8406
21025,"Breathitt County, Kentucky",13409
21027,"Breckinridge County, Kentucky",19888
21029,"Bullitt County, Kentucky",77955
21031,"Butler County, Kentucky",12875
21033,"Caldwell County, Kentucky",12725
21035,"Calloway County, Kentucky",38282
21037,"Campbell County, Kentucky",91833
21039,"Carlisle County, Kentucky",4978
21041,"Carroll County, Kentucky",10815
21043,"Carter County, Kentucky",27223
21045,"Casey County, Kentucky",15891
21047,"Christian County, Kentucky",74250
21049,"Clark County, Kentucky",35758
21051,"Clay County, Kentucky",21147
21053,"Clinton County, Kentucky",10165
21055,"Crittenden County, Kentucky",9224
21057,"Cumberland County, Kentucky",6745
21059,"Daviess County, Kentucky",98275
21061,"Edmonson County, Kentucky",12013
21063,"Elliott County, Kentucky",7672
21065,"Estill County, Kentucky",14447
21067,"Fayette County, Kentucky",310797
21069,"Fleming County, Kentucky",14545
21071,"Floyd County, Kentucky",38108
21073,"Franklin County, Kentucky",49880
21075,"Fulton County, Kentucky",6265
21077,"Gallatin County, Kentucky",8589
21079,"Garrard County, Kentucky",16858
21081,"Grant County, Kentucky",24875
21083,"Graves County, Kentucky",37618
21085,"Grayson County, Kentucky",26194
21087,"Green County, Kentucky",11043
21089,"Greenup County, Kentucky",36308
21091,"Hancock County, Kentucky",8753
21093,"Hardin County, Kentucky",108266
21095,"Harlan County, Kentucky",28163
21097,"Harrison County, Kentucky",18592
21099,"Hart County, Kentucky",18597
21101,"Henderson County, Kentucky",46467
21103,"Henry County, Kentucky",15572
21105,"Hickman County, Kentucky",4734
21107,"Hopkins County, Kentucky",46376
21109,"Jackson County, Kentucky",13289
21111,"Jefferson County, Kentucky",760026
21113,"Jessamine County, Kentucky",50815
21115,"Johnson County, Kentucky",23262
21117,"Kenton County, Kentucky",163929
21119,"Knott County, Kentucky",15892
21121,"Knox County, Kentucky",31798
21123,"Larue County, Kentucky",14180
21125,"Laurel County, Kentucky",60015
21127,"Lawrence County, Kentucky",15804
21129,"Lee County, Kentucky",7594
21131,"Leslie County, Kentucky",10918
21133,"Letcher County, Kentucky",23359
21135,"Lewis County, Kentucky",13880
21137,"Lincoln County, Kentucky",24445
21139,"Livingston County, Kentucky",9359
21141,"Logan County, Kentucky",26867
21143,"Lyon County, Kentucky",8430
21145,"McCracken County, Kentucky",65316
21147,"McCreary County, Kentucky",17863
21149,"McLean County, Kentucky",9478
21151,"Madison County, Kentucky",87340
21153,"Magoffin County, Kentucky",12913
21155,"Marion County, Kentucky",20007
21157,"Marshall County, Kentucky",30953
21159,"Martin County, Kentucky",12537
21161,"Mason County, Kentucky",17166
21163,"Meade County, Kentucky",29139
21165,"Menifee County, Kentucky",6287
21167,"Mercer County, Kentucky",21319
21169,"Metcalfe County, Kentucky",9990
21171,"Monroe County, Kentucky",10704
21173,"Montgomery County, Kentucky",27474
21175,"Morgan County, Kentucky",13303
21177,"Muhlenberg County, Kentucky",31207
21179,"Nelson County, Kentucky",44812
21181,"Nicholas County, Kentucky",7041
21183,"Ohio County, Kentucky",23977
21185,"Oldham County, Kentucky",63490
21187,"Owen County, Kentucky",10645
21189,"Owsley County, Kentucky",4508
21191,"Pendleton County, Kentucky",14493
21193,"Perry County, Kentucky",27597
21195,"Pike County, Kentucky",63034
21197,"Powell County, Kentucky",12434
21199,"Pulaski County, Kentucky",63825
21201,"Robertson County, Kentucky",2197
21203,"Rockcastle County, Kentucky",16826
21205,"Rowan County, Kentucky",23655
21207,"Russell County, Kentucky",17774
21209,"Scott County, Kentucky",51284
21211,"Shelby County, Kentucky",44875
21213,"Simpson County, Kentucky",17826
21215,"Spencer County, Kentucky",17668
21217,"Taylor County, Kentucky",25257
21219,"Todd County, Kentucky",12520
21221,"Trigg County, Kentucky",14142
21223,"Trimble County, Kentucky",8786
21225,"Union County, Kentucky",15165
21227,"Warren County, Kentucky",120460
21229,"Washington County, Kentucky",11959
21231,"Wayne County, Kentucky",20486
21233,"Webster County, Kentucky",13236
21235,"Whitley County, Kentucky",35503
21237,"Wolfe County, Kentucky",7214
21239,"Woodford County, Kentucky",25563
22001,"Acadia Parish, Louisiana",62486
22003,"Allen Parish, Louisiana",25713
22005,"Ascension Parish, Louisiana",117029
22007,"Assumption Parish, Louisiana",23034
22009,"Avoyelles Parish, Louisiana",41145
22011,"Beauregard Parish, Louisiana",36198
22013,"Bienville Parish, Louisiana",13885
22015,"Bossier Parish, Louisiana",125064
22017,"Caddo Parish, Louisiana",252603
22019,"Calcasieu Parish, Louisiana",197204
22021,"Caldwell Parish, Louisiana",9894
22023,"Cameron Parish, Louisiana",6679
22025,"Catahoula Parish, Louisiana",10151
22027,"Claiborne Parish, Louisiana",16412
22029,"Concordia Parish, Louisiana",20466
22031,"De Soto Parish, Louisiana",27142
22033,"East Baton Rouge Parish, Louisiana",446042
22035,"East Carroll Parish, Louisiana",7487
22037,"East Feliciana Parish, Louisiana",19813
22039,"Evangeline Parish, Louisiana",33700
22041,"Franklin Parish, Louisiana",20441
22043,"Grant Parish, Louisiana",22384
22045,"Iberia Parish, Louisiana",73913
22047,"Iberville Parish, Louisiana",33327
22049,"Jackson Parish, Louisiana",15994
22051,"Jefferson Parish, Louisiana",435716
22053,"Jefferson Davis Parish, Louisiana",31477
22055,"Lafayette Parish, Louisiana",235644
22057,"Lafourche Parish, Louisiana",98020
22059,"LaSalle Parish, Louisiana",14839
22061,"Lincoln Parish, Louisiana",47617
22063,"Livingston Parish, Louisiana",135751
22065,"Madison Parish, Louisiana",11843
22067,"Morehouse Parish, Louisiana",26760
22069,"Natchitoches Parish, Louisiana",39166
22071,"Orleans Parish, Louisiana",384320
22073,"Ouachita Parish, Louisiana",156325
22075,"Plaquemines Parish, Louisiana",23447
22077,"Pointe Coupee Parish, Louisiana",22406
22079,"Rapides Parish, Louisiana",132488
22081,"Red River Parish, Louisiana",8669
22083,"Richland Parish, Louisiana",20740
22085,"Sabine Parish, Louisiana",24199
22087,"St. Bernard Parish, Louisiana",44409
22089,"St. Charles Parish, Louisiana",52745
22091,"St. Helena Parish, Louisiana",10619
22093,"St. James Parish, Louisiana",21638
22095,"St. John the Baptist Parish, Louisiana",43745
22097,"St. Landry Parish, Louisiana",83709
22099,"St. Martin Parish, Louisiana",53315
22101,"St. Mary Parish, Louisiana",53162
22103,"St. Tammany Parish, Louisiana",245829
22105,"Tangipahoa Parish, Louisiana",127049
22107,"Tensas Parish, Louisiana",4830
22109,"Terrebonne Parish, Louisiana",113328
22111,"Union Parish, Louisiana",22539
22113,"Vermilion Parish, Louisiana",59616
22115,"Vernon Parish, Louisiana",52132
22117,"Washington Parish, Louisiana",46286
22119,"Webster Parish, Louisiana",40333
22121,"West Baton Rouge Parish, Louisiana",25085
22123,"West Carroll Parish, Louisiana",11525
22125,"West Feliciana Parish, Louisiana",15406
22127,"Winn Parish, Louisiana",14743
23001,"Androscoggin County, Maine",107440
23003,"Aroostook County, Maine",69447
23005,"Cumberland County, Maine",287797
23007,"Franklin County, Maine",30296
23009,"Hancock County, Maine",54696
23011,"Kennebec County, Maine",121112
23013,"Knox County, Maine",39676
23015,"Lincoln County, Maine",34170
23017,"Oxford County, Maine",57238
23019,"Penobscot County, Maine",153414
23021,"Piscataquis County, Maine",17026
23023,"Sagadahoc County, Maine",35045
23025,"Somerset County, Maine",51163
23027,"Waldo County, Maine",39051
23029,"Washington County, Maine",31808
23031,"York County, Maine",200710
24001,"Allegany County, Maryland",72952
24003,"Anne Arundel County, Maryland",560133
24005,"Baltimore County, Maryland",826925
24009,"Calvert County, Maryland",90613
24011,"Caroline County, Maryland",32538
24013,"Carroll County, Maryland",167830
24015,"Cecil County, Maryland",102383
24017,"Charles County, Maryland",154747
24019,"Dorchester County, Maryland",32578
24021,"Frederick County, Maryland",243675
24023,"Garrett County, Maryland",29679
24025,"Harford County, Maryland",250105
24027,"Howard County, Maryland",309284
24029,"Kent County, Maryland",19820
24031,"Montgomery County, Maryland",1030447
24033,"Prince George's County, Maryland",904430
24035,"Queen Anne's County, Maryland",48804
24037,"St. Mary's County, Maryland",110382
24039,"Somerset County, Maryland",25859
24041,"Talbot County, Maryland",37643
24043,"Washington County, Maryland",149573
24045,"Wicomico County, Maryland",101539
24047,"Worcester County, Maryland",51675
24510,"Baltimore city, Maryland",622793
25001,"Barnstable County, Massachusetts",214914
25003,"Berkshire County, Massachusetts",128715
25005,"Bristol County, Massachusetts",554194
25007,"Dukes County, Massachusetts",17356
25009,"Essex County, Massachusetts",769091
25011,"Franklin County, Massachusetts",70862
25013,"Hampden County, Massachusetts",468161
25015,"Hampshire County, Massachusetts",160939
25017,"Middlesex County, Massachusetts",1570315
25019,"Nantucket County, Massachusetts",10856
25021,"Norfolk County, Massachusetts",692254
25023,"Plymouth County, Massachusetts",507022
25025,"Suffolk County, Massachusetts",767254
25027,"Worcester County, Massachusetts",813475
26001,"Alcona County, Michigan",10454
26003,"Alger County, Michigan",9459
26005,"Allegan County, Michigan",113847
26007,"Alpena County, Michigan",28988
26009,"Antrim County, Michigan",23267
26011,"Arenac County, Michigan",15353
26013,"Baraga County, Michigan",8654
26015,"Barry County, Michigan",59281
26017,"Bay County, Michigan",106179
26019,"Benzie County, Michigan",17519
26021,"Berrien County, Michigan",155233
26023,"Branch County, Michigan",43545
26025,"Calhoun County, Michigan",134878
26027,"Cass County, Michigan",51608
26029,"Charlevoix County, Michigan",26121
26031,"Cheboygan County, Michigan",25675
26033,"Chippewa County, Michigan",38321
26035,"Clare County, Michigan",30652
26037,"Clinton County, Michigan",77297
26039,"Crawford County, Michigan",13745
26041,"Delta County, Michigan",36559
26043,"Dickinson County, Michigan",25957
26045,"Eaton County, Michigan",108579
26047,"Emmet County, Michigan",33204
26049,"Genesee County, Michigan",412895
26051,"Gladwin County, Michigan",25411
26053,"Gogebic County, Michigan",15737
26055,"Grand Traverse County, Michigan",90782
26057,"Gratiot County, Michigan",41665
26059,"Hillsdale County, Michigan",45830
26061,"Houghton County, Michigan",36495
26063,"Huron County, Michigan",32065
26065,"Ingham County, Michigan",284582
26067,"Ionia County, Michigan",64294
26069,"Iosco County, Michigan",25420
26071,"Iron County, Michigan",11387
26073,"Isabella County, Michigan",70616
26075,"Jackson County, Michigan",159741
26077,"Kalamazoo County, Michigan",258818
26079,"Kalkaska County, Michigan",17394
26081,"Kent County, Michigan",629237
26083,"Keweenaw County, Michigan",2217
26085,"Lake County, Michigan",11341
26087,"Lapeer County, Michigan",88153
26089,"Leelanau County, Michigan",21915
26091,"Lenawee County, Michigan",99047
26093,"Livingston County, Michigan",185596
26095,"Luce County, Michigan",6426
26097,"Mackinac County, Michigan",11042
26099,"Macomb County, Michigan",860112
26101,"Manistee County, Michigan",24420
26103,"Marquette County, Michigan",67676
26105,"Mason County, Michigan",28824
26107,"Mecosta County, Michigan",43186
26109,"Menominee County, Michigan",23714
26111,"Midland County, Michigan",83427
26113,"Missaukee County, Michigan",15037
26115,"Monroe County, Michigan",149824
26117,"Montcalm County, Michigan",62893
26119,"Montmorency County, Michigan",9300
26121,"Muskegon County, Michigan",172344
26123,"Newaygo County, Michigan",47900
26125,"Oakland County, Michigan",1237868
26127,"Oceana County, Michigan",26221
26129,"Ogemaw County, Michigan",21039
26131,"Ontonagon County, Michigan",6172
26133,"Osceola County, Michigan",23169
26135,"Oscoda County, Michigan",8371
26137,"Otsego County, Michigan",24158
26139,"Ottawa County, Michigan",276292
26141,"Presque Isle County, Michigan",13004
26143,"Roscommon County, Michigan",23955
26145,"Saginaw County, Michigan",195012
26147,"St. Clair County, Michigan",160078
26149,"St. Joseph County, Michigan",60946
26151,"Sanilac County, Michigan",41587
26153,"Schoolcraft County, Michigan",8171
26155,"Shiawassee County, Michigan",68933
26157,"Tuscola County, Michigan",54000
26159,"Van Buren County, Michigan",75199
26161,"Washtenaw County, Michigan",356874
26163,"Wayne County, Michigan",1764804
26165,"Wexford County, Michigan",32886
27001,"Aitkin County, Minnesota",15771
27003,"Anoka County, Minnesota",341864
27005,"Becker County, Minnesota",33259
27007,"Beltrami County, Minnesota",45664
27009,"Benton County, Minnesota",39506
27011,"Big Stone County, Minnesota",5127
27013,"Blue Earth County, Minnesota",65385
27015,"Brown County, Minnesota",25292
27017,"Carlton County, Minnesota",35571
27019,"Carver County, Minnesota",97338
27021,"Cass County, Minnesota",28559
27023,"Chippewa County, Minnesota",12110
27025,"Chisago County, Minnesota",54025
27027,"Clay County, Minnesota",61286
27029,"Clearwater County, Minnesota",8791
27031,"Cook County, Minnesota",5233
27033,"Cottonwood County, Minnesota",11633
27035,"Crow Wing County, Minnesota",63265
27037,"Dakota County, Minnesota",412529
27039,"Dodge County, Minnesota",20353
27041,"Douglas County, Minnesota",36790
27043,"Faribault County, Minnesota",14192
27045,"Fillmore County, Minnesota",20776
27047,"Freeborn County, Minnesota",30840
27049,"Goodhue County, Minnesota",46423
27051,"Grant County, Minnesota",5956
27053,"Hennepin County, Minnesota",1212064
27055,"Houston County, Minnesota",18738
27057,"Hubbard County, Minnesota",20573
27059,"Isanti County, Minnesota",38413
27061,"Itasca County, Minnesota",45589
27063,"Jackson County, Minnesota",10269
27065,"Kanabec County, Minnesota",15930
27067,"Kandiyohi County, Minnesota",42285
27069,"Kittson County, Minnesota",4435
27071,"Koochiching County, Minnesota",12856
27073,"Lac qui Parle County, Minnesota",6891
27075,"Lake County, Minnesota",10680
27077,"Lake of the Woods County, Minnesota",3918
27079,"Le Sueur County, Minnesota",27770
27081,"Lincoln County, Minnesota",5788
27083,"Lyon County, Minnesota",25665
27085,"McLeod County, Minnesota",35882
27087,"Mahnomen County, Minnesota",5505
27089,"Marshall County, Minnesota",9417
27091,"Martin County, Minnesota",20220
27093,"Meeker County, Minnesota",23107
27095,"Mille Lacs County, Minnesota",25884
27097,"Morrison County, Minnesota",32810
27099,"Mower County, Minnesota",39323
27101,"Murray County, Minnesota",8470
27103,"Nicollet County, Minnesota",33093
27105,"Nobles County, Minnesota",21590
27107,"Norman County, Minnesota",6639
27109,"Olmsted County, Minnesota",150287
27111,"Otter Tail County, Minnesota",57635
27113,"Pennington County, Minnesota",14058
27115,"Pine County, Minnesota",29095
27117,"Pipestone County, Minnesota",9281
27119,"Polk County, Minnesota",31704
27121,"Pope County, Minnesota",10984
27123,"Ramsey County, Minnesota",532655
27125,"Red Lake County, Minnesota",4043
27127,"Redwood County, Minnesota",15515
27129,"Renville County, Minnesota",15025
27131,"Rice County, Minnesota",65151
27133,"Rock County, Minnesota",9553
27135,"Roseau County, Minnesota",15679
27137,"St. Louis County, Minnesota",200949
27139,"Scott County, Minnesota",139672
27141,"Sherburne County, Minnesota",91126
27143,"Sibley County, Minnesota",14918
27145,"Stearns County, Minnesota",152912
27147,"Steele County, Minnesota",36573
27149,"Stevens County, Minnesota",9800
27151,"Swift County, Minnesota",9436
27153,"Todd County, Minnesota",24264
27155,"Traverse County, Minnesota",3387
27157,"Wabasha County, Minnesota",21362
27159,"Wadena County, Minnesota",13757
27161,"Waseca County, Minnesota",19025
27163,"Washington County, Minnesota",249283
27165,"Watonwan County, Minnesota",11083
27167,"Wilkin County, Minnesota",6495
27169,"Winona County, Minnesota",51097
27171,"Wright County, Minnesota",129918
27173,"Yellow Medicine County, Minnesota",10109
28001,"Adams County, Mississippi",31737
28003,"Alcorn County, Mississippi",37380
28005,"Amite County, Mississippi",12629
28007,"Attala County, Mississippi",19163
28009,"Benton County, Mississippi",8296
28011,"Bolivar County, Mississippi",33768
28013,"Calhoun County, Mississippi",14745
28015,"Carroll County, Mississippi",10254
28017,"Chickasaw County, Mississippi",17313
28019,"Choctaw County, Mississippi",8294
28021,"Claiborne County, Mississippi",9080
28023,"Clarke County, Mississippi",16299
28025,"Clay County, Mississippi",20225
28027,"Coahoma County, Mississippi",24807
28029,"Copiah County, Mississippi",28797
28031,"Covington County, Mississippi",19442
28033,"DeSoto County, Mississippi",170913
28035,"Forrest County, Mississippi",76330
28037,"Franklin County, Mississippi",7833
28039,"George County, Mississippi",23303
28041,"Greene County, Mississippi",14326
28043,"Grenada County, Mississippi",21666
28045,"Hancock County, Mississippi",45949
28047,"Harrison County, Mississippi",199058
28049,"Hinds County, Mississippi",243729
28051,"Holmes County, Mississippi",18459
28053,"Humphreys County, Mississippi",8741
28055,"Issaquena County, Mississippi",1397
28057,"Itawamba County, Mississippi",23527
28059,"Jackson County, Mississippi",141137
28061,"Jasper County, Mississippi",16601
28063,"Jefferson County, Mississippi",7599
28065,"Jefferson Davis County, Mississippi",11822
28067,"Jones County, Mississippi",68290
28069,"Kemper County, Mississippi",10163
28071,"Lafayette County, Mississippi",52930
28073,"Lamar County, Mississippi",60099
28075,"Lauderdale County, Mississippi",79739
28077,"Lawrence County, Mississippi",12502
28079,"Leake County, Mississippi",23193
28081,"Lee County, Mississippi",85246
28083,"Leflore County, Mississippi",31422
28085,"Lincoln County, Mississippi",34775
28087,"Lowndes County, Mississippi",59730
28089,"Madison County, Mississippi",101688
28091,"Marion County, Mississippi",25868
28093,"Marshall County, Mississippi",36234
28095,"Monroe County, Mississippi",36003
28097,"Montgomery County, Mississippi",10400
28099,"Neshoba County, Mississippi",29465
28101,"Newton County, Mississippi",21832
28103,"Noxubee County, Mississippi",11115
28105,"Oktibbeha County, Mississippi",49414
28107,"Panola County, Mississippi",34444
28109,"Pearl River County, Mississippi",55224
28111,"Perry County, Mississippi",12227
28113,"Pike County, Mississippi",40058
28115,"Pontotoc County, Mississippi",30950
28117,"Prentiss County, Mississippi",25428
28119,"Quitman County, Mississippi",7678
28121,"Rankin County, Mississippi",148070
28123,"Scott County, Mississippi",28461
28125,"Sharkey County, Mississippi",4647
28127,"Simpson County, Mississippi",27463
28129,"Smith County, Mississippi",16188
28131,"Stone County, Mississippi",17875
28133,"Sunflower County, Mississippi",27496
28135,"Tallahatchie County, Mississippi",14761
28137,"Tate County, Mississippi",28204
28139,"Tippah County, Mississippi",22039
28141,"Tishomingo County, Mississippi",19420
28143,"Tunica County, Mississippi",10598
28145,"Union County, Mississippi",28097
28147,"Walthall County, Mississippi",14859
28149,"Warren County, Mississippi",47983
28151,"Washington County, Mississippi",48958
28153,"Wayne County, Mississippi",20490
28155,"Webster County, Mississippi",9972
28157,"Wilkinson County, Mississippi",9191
28159,"Winston County, Mississippi",18478
28161,"Yalobusha County, Mississippi",12276
28163,"Yazoo County, Mississippi",27817
29001,"Adair County, Missouri",25602
29003,"Andrew County, Missouri",17379
29005,"Atchison County, Missouri",5382
29007,"Audrain County, Missouri",25887
29009,"Barry County, Missouri",35662
29011,"Barton County, Missouri",12057
29013,"Bates County, Missouri",16584
29015,"Benton County, Missouri",18806
29017,"Bollinger County, Missouri",12394
29019,"Boone County, Missouri",172717
29021,"Buchanan County, Missouri",89486
29023,"Butler County, Missouri",42972
29025,"Caldwell County, Missouri",9034
29027,"Callaway County, Missouri",44750
29029,"Camden County, Missouri",44021
29031,"Cape Girardeau County, Missouri",78043
29033,"Carroll County, Missouri",9043
29035,"Carter County, Missouri",6258
29037,"Cass County, Missouri",100889
29039,"Cedar County, Missouri",13952
29041,"Chariton County, Missouri",7694
29043,"Christian County, Missouri",82101
29045,"Clark County, Missouri",6917
29047,"Clay County, Missouri",233682
29049,"Clinton County, Missouri",20299
29051,"Cole County, Missouri",76557
29053,"Cooper County, Missouri",17585
29055,"Crawford County, Missouri",24650
29057,"Dade County, Missouri",7628
29059,"Dallas County, Missouri",16389
29061,"Daviess County, Missouri",8297
29063,"DeKalb County, Missouri",12692
29065,"Dent County, Missouri",15655
29067,"Douglas County, Missouri",13546
29069,"Dunklin County, Missouri",31344
29071,"Franklin County, Missouri",102084
29073,"Gasconade County, Missouri",14866
29075,"Gentry County, Missouri",6826
29077,"Greene County, Missouri",285865
29079,"Grundy County, Missouri",10197
29081,"Harrison County, Missouri",8639
29083,"Henry County, Missouri",22028
29085,"Hickory County, Missouri",9219
29087,"Holt County, Missouri",4516
29089,"Howard County, Missouri",10159
29091,"Howell County, Missouri",40173
29093,"Iron County, Missouri",10267
29095,"Jackson County, Missouri",683191
29097,"Jasper County, Missouri",117543
29099,"Jefferson County, Missouri",222716
29101,"Johnson County, Missouri",54362
