objectid,name,code,num,age,acode,sliprate,slipcode,slipsense,dipdirecti,slipdirect,fcode,ftype,mappedscal,secondarys,slipsense_,fault_id,section_id,azimuth,cooperator,length,CFM_URL,FACODE,URL_OLD
7426,Casmalia fault zone (Pezzoni fault),0,84,"<130,000",3,Unknown,0,,,,2,Moderately constrained,100,,4,84,,22,,0.30554420000,http://geohazards.usgs.gov/cfusion/qfault/show_report_AB.cfm?fault_id=84&section_id=,23,
7427,Casmalia fault zone (Pezzoni fault),0,84,"<130,000",3,Unknown,0,,,,3,Inferred,100,,4,84,,332,,1.06580079000,http://geohazards.usgs.gov/cfusion/qfault/show_report_AB.cfm?fault_id=84&section_id=,33,
7428,Casmalia fault zone (Pezzoni fault),0,84,"<130,000",3,Unknown,0,,,,1,Well constrained,100,,4,84,,342,,4.83679609000,http://geohazards.usgs.gov/cfusion/qfault/show_report_AB.cfm?fault_id=84&section_id=,13,
7429,Casmalia fault zone (Pezzoni-Casmalia fault),0,84,"<130,000",3,Unknown,0,,,,3,Inferred,100,,4,84,,301,,34.79866827000,http://geohazards.usgs.gov/cfusion/qfault/show_report_AB.cfm?fault_id=84&section_id=,33,
7430,Casmalia fault zone (Pezzoni-Casmalia fault),0,84,"<130,000",3,Unknown,0,,,,1,Well constrained,100,,4,84,,297,,6.43487343000,http://geohazards.usgs.gov/cfusion/qfault/show_report_AB.cfm?fault_id=84&section_id=,13,
7431,Pitas Point fault,154,180,"<1,600,000",5,<0.2,4,,,,1,Well constrained,100,,4,180,,269,,7.18948086000,http://geohazards.usgs.gov/cfusion/qfault/show_report_AB.cfm?fault_id=180&section_id=,15,
7432,Piercy fault,254,408,"<1,600,000",5,<0.2,4,,,,2,Moderately constrained,100,,4,408,,288,,8.27966887000,http://geohazards.usgs.gov/cfusion/qfault/show_report_AB.cfm?fault_id=408&section_id=,25,
7434,Pilarcitos fault,354,235,"<1,600,000",5,<0.2,4,,,,3,Inferred,100,,4,235,,302,,8.94881366000,http://geohazards.usgs.gov/cfusion/qfault/show_report_AB.cfm?fault_id=235&section_id=,35,
7435,Pond fault,0,382,<150,1,Unknown,0,,,,1,Well constrained,100,,4,382,,354,,1.36549261000,http://geohazards.usgs.gov/cfusion/qfault/show_report_AB.cfm?fault_id=382&section_id=,11,
7436,Butt Creek fault zone (Ponderosa Flat fault),154,189,"<1,600,000",5,<0.2,4,,,,1,Well constrained,100,,4,189,,328,,18.41600330000,http://geohazards.usgs.gov/cfusion/qfault/show_report_AB.cfm?fault_id=189&section_id=,15,
7437,unnamed fault,154,,"<1,600,000",5,<0.2,4,,,,1,Well constrained,100,,4,,,298,,2.26477531000,http://geohazards.usgs.gov/cfusion/qfault/show_report_AB.cfm?fault_id= &section_id=,15,
7438,Pilarcitos fault,154,235,"<1,600,000",5,<0.2,4,,,,1,Well constrained,100,,4,235,,313,,45.29524673000,http://geohazards.usgs.gov/cfusion/qfault/show_report_AB.cfm?fault_id=235&section_id=,15,
7439,Pine Mountain fault (Pine Mountaiin fault),0,261,"<130,000",3,Unknown,0,,,,3,Inferred,100,,4,261,,277,,0.11851075000,http://geohazards.usgs.gov/cfusion/qfault/show_report_AB.cfm?fault_id=261&section_id=,33,
3774,Unnamed faults in northern Double H Mountain,154,1502,"<1,600,000",5,<0.2,4,N,Unspecified,,1,Well constrained,250,,1,1502,,332,"Piedmont Geosciences, Inc.",12.44533166000,http://geohazards.usgs.gov/cfusion/qfault/show_report_AB.cfm?fault_id=1502&section_id=,15,http://geohazards.usgs.gov/cfusion/qfault/qf_web_ims.cfm?qfault_id=1502
3775,Unnamed faults in northern Jakes Valley,124,1224,"<15,000",2,<0.2,4,N,Northwest,,1,Well constrained,250,,1,1224,,242,U.S. Geological Survey,2.14758070000,http://geohazards.usgs.gov/cfusion/qfault/show_report_AB.cfm?fault_id=1224&section_id=,12,http://geohazards.usgs.gov/cfusion/qfault/qf_web_ims.cfm?qfault_id=1224
7440,Pine Mountain fault,0,261,"<130,000",3,Unknown,0,,,,2,Moderately constrained,100,,4,261,,280,,8.75881681000,http://geohazards.usgs.gov/cfusion/qfault/show_report_AB.cfm?fault_id=261&section_id=,23,
7441,Pine Mountain fault,0,261,"<130,000",3,Unknown,0,,,,2,Moderately constrained,100,,4,261,,279,,0.61152465000,http://geohazards.usgs.gov/cfusion/qfault/show_report_AB.cfm?fault_id=261&section_id=,23,
7442,Pine Mountain fault,0,261,"<130,000",3,Unknown,0,,,,3,Inferred,100,,4,261,,286,,11.44540785000,http://geohazards.usgs.gov/cfusion/qfault/show_report_AB.cfm?fault_id=261&section_id=,33,
7456,Pipes Canyon fault,254,320,"<1,600,000",5,<0.2,4,,,,2,Moderately constrained,100,,4,320,,315,,0.33198183000,http://geohazards.usgs.gov/cfusion/qfault/show_report_AB.cfm?fault_id=320&section_id=,25,
7443,Pine Rock fault zone (Pine Rock fault),0,287,"<130,000",3,Unknown,0,RL,,,3,Inferred,100,,3,287,,309,,19.11779272000,http://geohazards.usgs.gov/cfusion/qfault/show_report_AB.cfm?fault_id=287&section_id=,33,
7444,Pinto Mountain fault zone (Pinto Mountain fault),222,118,"<15,000",2,1-5,2,LL,,,2,Moderately constrained,100,,3,118,,81,California Geological Survey,8.78319854000,http://geohazards.usgs.gov/cfusion/qfault/show_report_AB.cfm?fault_id=118&section_id=,22,http://geohazards.usgs.gov/cfusion/qfault/qf_web_ims.cfm?qfault_id=118
7445,Pinto Mountain fault zone (Pinto Mountain fault),322,118,"<15,000",2,1-5,2,LL,,,2,Moderately constrained,100,,3,118,,294,California Geological Survey,0.88688193000,http://geohazards.usgs.gov/cfusion/qfault/show_report_AB.cfm?fault_id=118&section_id=,22,http://geohazards.usgs.gov/cfusion/qfault/qf_web_ims.cfm?qfault_id=118
7446,Pitas Point-North Channel structure (blind thrust),154,180,"<1,600,000",5,<0.2,4,,,,1,Well constrained,100,,4,180,,90,,7.47173735000,http://geohazards.usgs.gov/cfusion/qfault/show_report_AB.cfm?fault_id=180&section_id=,15,
7447,unnamed fault,154,,"<1,600,000",5,<0.2,4,,,,1,Well constrained,100,,4,,,193,,0.77601702000,http://geohazards.usgs.gov/cfusion/qfault/show_report_AB.cfm?fault_id= &section_id=,15,
7448,Pine Rock fault zone (Pine Rock fault),0,287,"<130,000",3,Unknown,0,RL,,,1,Well constrained,100,,3,287,,311,,20.34924990000,http://geohazards.usgs.gov/cfusion/qfault/show_report_AB.cfm?fault_id=287&section_id=,13,
7449,Pine Rock fault zone (Pine Rock fault),354,287,"<1,600,000",5,<0.2,4,RL,,,3,Inferred,100,,3,287,,318,,0.13917541000,http://geohazards.usgs.gov/cfusion/qfault/show_report_AB.cfm?fault_id=287&section_id=,35,
7450,Pine Rock fault zone (Pine Rock fault),154,287,"<1,600,000",5,<0.2,4,RL,,,1,Well constrained,100,,3,287,,300,,1.60827906000,http://geohazards.usgs.gov/cfusion/qfault/show_report_AB.cfm?fault_id=287&section_id=,15,
7451,Pinole fault,354,378,"<1,600,000",5,<0.2,4,,,,3,Inferred,100,,4,378,,327,,5.58094132000,http://geohazards.usgs.gov/cfusion/qfault/show_report_AB.cfm?fault_id=378&section_id=,35,
7452,Pajarito fault,134,2008,"<130,000",3,<0.2,4,N,East,,3,Inferred,250,,1,2008,,167,"William Lettis & Associates, Inc.",0.67294549000,http://geohazards.usgs.gov/cfusion/qfault/show_report_AB.cfm?fault_id=2008&section_id=,33,http://geohazards.usgs.gov/cfusion/qfault/qf_web_ims.cfm?qfault_id=2008
7453,Pinole fault,154,378,"<1,600,000",5,<0.2,4,,,,1,Well constrained,100,,4,378,,322,,3.34946197000,http://geohazards.usgs.gov/cfusion/qfault/show_report_AB.cfm?fault_id=378&section_id=,15,
7454,"Foothills Fault System, south central reach section (Poorman Gulch fault)",0,26c,"<130,000",3,Unknown,0,,,,1,Well constrained,100,,4,26,c,329,,19.20532519000,http://geohazards.usgs.gov/cfusion/qfault/show_report_AB.cfm?fault_id=26&section_id=c,13,
7455,unnamed fault,154,,"<1,600,000",5,<0.2,4,,,,1,Well constrained,100,,4,,,129,,1.59602313000,http://geohazards.usgs.gov/cfusion/qfault/show_report_AB.cfm?fault_id= &section_id=,15,
7458,Pipes Canyon fault,154,320,"<1,600,000",5,<0.2,4,,,,1,Well constrained,100,,4,320,,320,,24.87630028000,http://geohazards.usgs.gov/cfusion/qfault/show_report_AB.cfm?fault_id=320&section_id=,15,
7459,Unnamed fault zone near Langley Hill (Class B),164,587,Class B,6,<0.2,4,Unk,Unspecified,,1,Well constrained,250,,4,587,,52,U.S. Geological Survey,61.69883481000,http://geohazards.usgs.gov/cfusion/qfault/qf_web_ims.cfm?qfault_id=587,16,
7460,Unnamed fault zone near Raft River,134,583,"<130,000",3,<0.2,4,T,Northeast,,1,Well constrained,250,,2,583,,160,U.S. Geological Survey,4.97404447000,http://geohazards.usgs.gov/cfusion/qfault/show_report_AB.cfm?fault_id=583&section_id=,13,http://geohazards.usgs.gov/cfusion/qfault/qf_web_ims.cfm?qfault_id=583
7461,Unnamed fault zone near Raft River,144,583,"<750,000",4,<0.2,4,T,Northeast,,1,Well constrained,250,,2,583,,150,U.S. Geological Survey,5.55485237000,http://geohazards.usgs.gov/cfusion/qfault/show_report_AB.cfm?fault_id=583&section_id=,14,http://geohazards.usgs.gov/cfusion/qfault/qf_web_ims.cfm?qfault_id=583
7462,Unnamed fault zone near Raft River,144,583,"<750,000",4,<0.2,4,Unk,Unspecified,,1,Well constrained,250,,4,583,,146,U.S. Geological Survey,4.73074250000,http://geohazards.usgs.gov/cfusion/qfault/show_report_AB.cfm?fault_id=583&section_id=,14,http://geohazards.usgs.gov/cfusion/qfault/qf_web_ims.cfm?qfault_id=583
7463,Unnamed fault zone near Raft River (Class B),164,583,Class B,6,<0.2,4,Unk,Unspecified,,1,Well constrained,250,,4,583,,142,U.S. Geological Survey,8.42507599000,http://geohazards.usgs.gov/cfusion/qfault/qf_web_ims.cfm?qfault_id=583,16,
7464,Unnamed fault zone offshore Cape Shoalwater,154,591,"<1,600,000",5,<0.2,4,T,Southwest,,1,Well constrained,250,,2,591,,295,U.S. Geological Survey,8.34912015000,http://geohazards.usgs.gov/cfusion/qfault/show_report_AB.cfm?fault_id=591&section_id=,15,http://geohazards.usgs.gov/cfusion/qfault/qf_web_ims.cfm?qfault_id=591
7465,Unnamed faults in Strait of Juan de Fuca and Puget Sound (Class B),164,551,Class B,6,<0.2,4,N,East,,1,Well constrained,250,,1,551,,50,U.S. Geological Survey,17.88142067000,http://geohazards.usgs.gov/cfusion/qfault/qf_web_ims.cfm?qfault_id=551,16,
7466,Unnamed faults near Duck Creek,124,584,"<15,000",2,<0.2,4,T,Northeast,,1,Well constrained,250,,2,584,,232,U.S. Geological Survey,13.05916746000,http://geohazards.usgs.gov/cfusion/qfault/show_report_AB.cfm?fault_id=584&section_id=,12,http://geohazards.usgs.gov/cfusion/qfault/qf_web_ims.cfm?qfault_id=584
7467,Unnamed faults near Duck Creek,134,584,"<130,000",3,<0.2,4,T,Northeast,,1,Well constrained,250,,2,584,,298,U.S. Geological Survey,23.97742378000,http://geohazards.usgs.gov/cfusion/qfault/show_report_AB.cfm?fault_id=584&section_id=,13,http://geohazards.usgs.gov/cfusion/qfault/qf_web_ims.cfm?qfault_id=584
7468,Pinto Mountain fault zone (Pinto Mountain fault),322,118,"<15,000",2,1-5,2,LL,,,3,Inferred,100,,3,118,,80,California Geological Survey,33.13660895000,http://geohazards.usgs.gov/cfusion/qfault/show_report_AB.cfm?fault_id=118&section_id=,32,http://geohazards.usgs.gov/cfusion/qfault/qf_web_ims.cfm?qfault_id=118
3776,Unnamed faults in northern Jakes Valley,224,1224,"<15,000",2,<0.2,4,N,Northwest,,2,Moderately constrained,250,,1,1224,,313,U.S. Geological Survey,15.88155622000,http://geohazards.usgs.gov/cfusion/qfault/show_report_AB.cfm?fault_id=1224&section_id=,22,http://geohazards.usgs.gov/cfusion/qfault/qf_web_ims.cfm?qfault_id=1224
3777,Unnamed faults in northern Pancake Range,154,1214,"<1,600,000",5,<0.2,4,N,East,,1,Well constrained,250,,1,1214,,202,U.S. Geological Survey,0.99335451000,http://geohazards.usgs.gov/cfusion/qfault/show_report_AB.cfm?fault_id=1214&section_id=,15,http://geohazards.usgs.gov/cfusion/qfault/qf_web_ims.cfm?qfault_id=1214
3778,Unnamed faults in northern Pancake Range,154,1214,"<1,600,000",5,<0.2,4,N,East,,1,Well constrained,250,,1,1214,,334,U.S. Geological Survey,8.77617089000,http://geohazards.usgs.gov/cfusion/qfault/show_report_AB.cfm?fault_id=1214&section_id=,15,http://geohazards.usgs.gov/cfusion/qfault/qf_web_ims.cfm?qfault_id=1214
3779,unnamed fault,254,,"<1,600,000",5,<0.2,4,,,,2,Moderately constrained,100,,4,,,246,,1.68941994000,http://geohazards.usgs.gov/cfusion/qfault/show_report_AB.cfm?fault_id= &section_id=,25,
3780,unnamed fault,254,,"<1,600,000",5,<0.2,4,,,,2,Moderately constrained,100,,4,,,60,,6.40353908000,http://geohazards.usgs.gov/cfusion/qfault/show_report_AB.cfm?fault_id= &section_id=,25,
7469,Pinto Mountain fault zone (Pinto Mountain fault),122,118,"<15,000",2,1-5,2,LL,,,1,Well constrained,100,,3,118,,80,California Geological Survey,45.24209729000,http://geohazards.usgs.gov/cfusion/qfault/show_report_AB.cfm?fault_id=118&section_id=,12,http://geohazards.usgs.gov/cfusion/qfault/qf_web_ims.cfm?qfault_id=118
7470,Pinto Mountain fault zone (Pinto Mountain fault),322,118,"<15,000",2,1-5,2,LL,,,3,Inferred,100,,3,118,,76,California Geological Survey,4.04048705000,http://geohazards.usgs.gov/cfusion/qfault/show_report_AB.cfm?fault_id=118&section_id=,32,http://geohazards.usgs.gov/cfusion/qfault/qf_web_ims.cfm?qfault_id=118
7471,Pinto Mountain fault zone (Pinto Mountain fault),122,118,"<15,000",2,1-5,2,LL,,,1,Well constrained,100,,3,118,,106,California Geological Survey,0.14938891000,http://geohazards.usgs.gov/cfusion/qfault/show_report_AB.cfm?fault_id=118&section_id=,12,http://geohazards.usgs.gov/cfusion/qfault/qf_web_ims.cfm?qfault_id=118
7472,Pinto Mountain fault zone (Pinto Mountain fault),332,118,"<130,000",3,1-5,2,LL,,,3,Inferred,100,,3,118,,83,California Geological Survey,9.50714501000,http://geohazards.usgs.gov/cfusion/qfault/show_report_AB.cfm?fault_id=118&section_id=,33,http://geohazards.usgs.gov/cfusion/qfault/qf_web_ims.cfm?qfault_id=118
7473,Pinto Mountain fault zone (Pinto Mountain fault),132,118,"<130,000",3,1-5,2,LL,,,1,Well constrained,100,,3,118,,84,California Geological Survey,4.84558363000,http://geohazards.usgs.gov/cfusion/qfault/show_report_AB.cfm?fault_id=118&section_id=,13,http://geohazards.usgs.gov/cfusion/qfault/qf_web_ims.cfm?qfault_id=118
7474,"San Gabriel fault zone, Palomas section (Piru fault)",233,89a,"<130,000",3,0.2-1,3,RL,,,2,Moderately constrained,100,N,3,89,a,298,,4.36272120000,http://geohazards.usgs.gov/cfusion/qfault/show_report_AB.cfm?fault_id=89&section_id=a,23,
7475,"San Gabriel fault zone, Palomas section (Piru fault)",133,89a,"<130,000",3,0.2-1,3,RL,,,1,Well constrained,100,N,3,89,a,305,,15.04163559000,http://geohazards.usgs.gov/cfusion/qfault/show_report_AB.cfm?fault_id=89&section_id=a,13,
7476,Mecca Hills fault zone (Platform fault),0,316,"<130,000",3,Unknown,0,,,,2,Moderately constrained,100,,4,316,,316,,3.48969359000,http://geohazards.usgs.gov/cfusion/qfault/show_report_AB.cfm?fault_id=316&section_id=,23,
7477,"Hunting Creek-Berryessa fault zone, Lake Berryessa section (Pope Creek fault)",152,35c,"<1,600,000",5,1-5,2,RL,,,1,Well constrained,100,,3,35,c,332,California Geological Survey,8.08589715000,http://geohazards.usgs.gov/cfusion/qfault/show_report_AB.cfm?fault_id=35&section_id=c,15,http://geohazards.usgs.gov/cfusion/qfault/qf_web_ims.cfm?qfault_id=35c
7478,unnamed fault,154,,"<1,600,000",5,<0.2,4,,,,1,Well constrained,100,,4,,,309,,2.02524058000,http://geohazards.usgs.gov/cfusion/qfault/show_report_AB.cfm?fault_id= &section_id=,15,
7479,"Pisgah-Bullion fault zone, Pisgah section (Pisgah fault)",223,122a,"<15,000",2,0.2-1,3,RL,,,2,Moderately constrained,100,,3,122,a,327,California Geological Survey,4.42792392000,http://geohazards.usgs.gov/cfusion/qfault/show_report_AB.cfm?fault_id=122&section_id=a,22,http://geohazards.usgs.gov/cfusion/qfault/qf_web_ims.cfm?qfault_id=122a
7480,"Pisgah-Bullion fault zone, Pisgah section (Pisgah fault)",323,122a,"<15,000",2,0.2-1,3,RL,,,3,Inferred,100,,3,122,a,328,California Geological Survey,10.59088906000,http://geohazards.usgs.gov/cfusion/qfault/show_report_AB.cfm?fault_id=122&section_id=a,32,http://geohazards.usgs.gov/cfusion/qfault/qf_web_ims.cfm?qfault_id=122a
7481,Pitas Point fault,0,180,"<15,000",2,Unknown,0,,,,1,Well constrained,100,,4,180,,280,,10.73523555000,http://geohazards.usgs.gov/cfusion/qfault/show_report_AB.cfm?fault_id=180&section_id=,12,
7482,Mecca Hills fault zone (Platform fault),0,316,"<130,000",3,Unknown,0,,,,3,Inferred,100,,4,316,,314,,2.58178657000,http://geohazards.usgs.gov/cfusion/qfault/show_report_AB.cfm?fault_id=316&section_id=,33,
7483,Poso Creek fault,354,381,"<1,600,000",5,<0.2,4,,,,3,Inferred,100,,4,381,,280,,60.60043262000,http://geohazards.usgs.gov/cfusion/qfault/show_report_AB.cfm?fault_id=381&section_id=,35,
7484,San Juan fault zone (Red Hills fault),0,77,"<15,000",2,Unknown,0,RL,,,3,Inferred,100,,3,77,,334,,6.97124781000,http://geohazards.usgs.gov/cfusion/qfault/show_report_AB.cfm?fault_id=77&section_id=,32,
7485,unnamed fault,154,,"<1,600,000",5,<0.2,4,,,,1,Well constrained,100,,4,,,124,,1.32103520000,http://geohazards.usgs.gov/cfusion/qfault/show_report_AB.cfm?fault_id= &section_id=,15,
7486,Blackwater fault zone (Rainbow Canyon fault),153,113,"<1,600,000",5,0.2-1,3,RL,,,1,Well constrained,100,,3,113,,308,,2.49270546000,http://geohazards.usgs.gov/cfusion/qfault/show_report_AB.cfm?fault_id=113&section_id=,15,
3781,unnamed fault,254,,"<1,600,000",5,<0.2,4,,,,2,Moderately constrained,100,,4,,,119,,7.20316949000,http://geohazards.usgs.gov/cfusion/qfault/show_report_AB.cfm?fault_id= &section_id=,25,
3782,unnamed fault,254,,"<1,600,000",5,<0.2,4,,,,2,Moderately constrained,100,,4,,,312,,3.48100506000,http://geohazards.usgs.gov/cfusion/qfault/show_report_AB.cfm?fault_id= &section_id=,25,
7487,Mecca Hills fault zone (Platform fault),0,316,"<130,000",3,Unknown,0,,,,1,Well constrained,100,,4,316,,317,,5.75575599000,http://geohazards.usgs.gov/cfusion/qfault/show_report_AB.cfm?fault_id=316&section_id=,13,
7488,Premier fault,0,407,<150,1,Unknown,0,N,,,2,Moderately constrained,100,,1,407,,324,,1.70280982000,http://geohazards.usgs.gov/cfusion/qfault/show_report_AB.cfm?fault_id=407&section_id=,21,
7489,Pittville fault,123,7,"<15,000",2,0.2-1,3,N,,,1,Well constrained,100,,1,7,,329,"Piedmont Geosciences, Inc.",33.07418549000,http://geohazards.usgs.gov/cfusion/qfault/show_report_AB.cfm?fault_id=7&section_id=,12,http://geohazards.usgs.gov/cfusion/qfault/qf_web_ims.cfm?qfault_id=7
7490,Pittville fault,133,7,"<130,000",3,0.2-1,3,N,,,1,Well constrained,100,,1,7,,348,"Piedmont Geosciences, Inc.",11.38206485000,http://geohazards.usgs.gov/cfusion/qfault/show_report_AB.cfm?fault_id=7&section_id=,13,http://geohazards.usgs.gov/cfusion/qfault/qf_web_ims.cfm?qfault_id=7
7491,"San Gabriel fault zone, Honor Rancho section (Placerita fault)",233,89b,"<130,000",3,0.2-1,3,RL,,,2,Moderately constrained,100,N,3,89,b,288,,1.11060215000,http://geohazards.usgs.gov/cfusion/qfault/show_report_AB.cfm?fault_id=89&section_id=b,23,
7493,"San Gabriel fault zone, Honor Rancho section (Placerita fault)",133,89b,"<130,000",3,0.2-1,3,RL,,,1,Well constrained,100,N,3,89,b,289,,2.98506669000,http://geohazards.usgs.gov/cfusion/qfault/show_report_AB.cfm?fault_id=89&section_id=b,13,
7494,"Hunting Creek-Berryessa fault zone, Lake Berryessa section (Putah Creek fault)",152,35c,"<1,600,000",5,1-5,2,RL,,,1,Well constrained,100,,3,35,c,325,California Geological Survey,14.63980448000,http://geohazards.usgs.gov/cfusion/qfault/show_report_AB.cfm?fault_id=35&section_id=c,15,http://geohazards.usgs.gov/cfusion/qfault/qf_web_ims.cfm?qfault_id=35c
3783,unnamed fault,254,,"<1,600,000",5,<0.2,4,,,,2,Moderately constrained,100,,4,,,50,,3.70048723000,http://geohazards.usgs.gov/cfusion/qfault/show_report_AB.cfm?fault_id= &section_id=,25,
7495,Pleasanton fault,0,238,"<15,000",2,Unknown,0,,,,2,Moderately constrained,100,,4,238,,335,,4.49498342000,http://geohazards.usgs.gov/cfusion/qfault/show_report_AB.cfm?fault_id=238&section_id=,22,
7496,Pleasanton fault,0,238,"<15,000",2,Unknown,0,,,,3,Inferred,100,,4,238,,319,,13.83704591000,http://geohazards.usgs.gov/cfusion/qfault/show_report_AB.cfm?fault_id=238&section_id=,32,
7497,Pleasanton fault,254,238,"<1,600,000",5,<0.2,4,,,,2,Moderately constrained,100,,4,238,,357,,9.64800631000,http://geohazards.usgs.gov/cfusion/qfault/show_report_AB.cfm?fault_id=238&section_id=,25,
7498,"Pleito fault zone, eastern Pleito section (Pleito fault)",222,76b,"<15,000",2,1-5,2,T,,,2,Moderately constrained,100,,2,76,b,97,California Geological Survey,2.83740302000,http://geohazards.usgs.gov/cfusion/qfault/show_report_AB.cfm?fault_id=76&section_id=b,22,http://geohazards.usgs.gov/cfusion/qfault/qf_web_ims.cfm?qfault_id=76b
7499,Point  Reyes fault,154,61,"<1,600,000",5,<0.2,4,,,,1,Well constrained,100,,4,61,,112,,146.82207100000,http://geohazards.usgs.gov/cfusion/qfault/show_report_AB.cfm?fault_id=61&section_id=,15,
7500,Point Loma fault zone (Point Loma fault),0,302,"<130,000",3,Unknown,0,,,,2,Moderately constrained,100,,4,302,,158,,1.74662869000,http://geohazards.usgs.gov/cfusion/qfault/show_report_AB.cfm?fault_id=302&section_id=,23,
7501,Point Loma fault zone (Point Loma fault),0,302,"<130,000",3,Unknown,0,,,,3,Inferred,100,,4,302,,338,,4.07528203000,http://geohazards.usgs.gov/cfusion/qfault/show_report_AB.cfm?fault_id=302&section_id=,33,
7502,"Foothills Fault System, southern reach section (Rawhide Flat East fault)",0,26d,"<130,000",3,Unknown,0,,,,1,Well constrained,100,,4,26,d,138,,7.44768564000,http://geohazards.usgs.gov/cfusion/qfault/show_report_AB.cfm?fault_id=26&section_id=d,13,
7503,Poso Creek fault,154,381,"<1,600,000",5,<0.2,4,,,,1,Well constrained,100,,4,381,,284,,19.84555878000,http://geohazards.usgs.gov/cfusion/qfault/show_report_AB.cfm?fault_id=381&section_id=,15,
7504,"Newport-Inglewood-Rose Canyon fault zone, north Los Angeles basin section",222,127a,"<15,000",2,1-5,2,RL,,,2,Moderately constrained,100,N,3,127,a,339,California Geological Survey,0.88016410000,http://geohazards.usgs.gov/cfusion/qfault/show_report_AB.cfm?fault_id=127&section_id=a,22,http://geohazards.usgs.gov/cfusion/qfault/qf_web_ims.cfm?qfault_id=127a
7505,"Newport-Inglewood-Rose Canyon fault zone, north Los Angeles basin section",322,127a,"<15,000",2,1-5,2,RL,,,3,Inferred,100,N,3,127,a,150,California Geological Survey,0.30940171000,http://geohazards.usgs.gov/cfusion/qfault/show_report_AB.cfm?fault_id=127&section_id=a,32,http://geohazards.usgs.gov/cfusion/qfault/qf_web_ims.cfm?qfault_id=127a
7506,"Newport-Inglewood-Rose Canyon fault zone, north Los Angeles basin section",122,127a,"<15,000",2,1-5,2,RL,,,1,Well constrained,100,N,3,127,a,331,California Geological Survey,6.18547167000,http://geohazards.usgs.gov/cfusion/qfault/show_report_AB.cfm?fault_id=127&section_id=a,12,http://geohazards.usgs.gov/cfusion/qfault/qf_web_ims.cfm?qfault_id=127a
7507,Queen Lily fault,154,211,"<1,600,000",5,<0.2,4,,,,1,Well constrained,100,,4,211,,311,,7.09885827000,http://geohazards.usgs.gov/cfusion/qfault/show_report_AB.cfm?fault_id=211&section_id=,15,
7508,Quien Sabe fault zone (Quien Sabe fault),223,64,"<15,000",2,0.2-1,3,RL,,,2,Moderately constrained,100,N,3,64,,140,California Geological Survey,0.98581672000,http://geohazards.usgs.gov/cfusion/qfault/show_report_AB.cfm?fault_id=64&section_id=,22,http://geohazards.usgs.gov/cfusion/qfault/qf_web_ims.cfm?qfault_id=64
7530,unnamed fault,154,,"<1,600,000",5,<0.2,4,,,,1,Well constrained,100,,4,,,1,,0.25183300000,http://geohazards.usgs.gov/cfusion/qfault/show_report_AB.cfm?fault_id= &section_id=,15,
7509,Quien Sabe fault zone (Quien Sabe fault),323,64,"<15,000",2,0.2-1,3,RL,,,3,Inferred,100,N,3,64,,319,California Geological Survey,0.80804012000,http://geohazards.usgs.gov/cfusion/qfault/show_report_AB.cfm?fault_id=64&section_id=,32,http://geohazards.usgs.gov/cfusion/qfault/qf_web_ims.cfm?qfault_id=64
7510,Rodman fault,254,342,"<1,600,000",5,<0.2,4,RL,,,2,Moderately constrained,100,,3,342,,324,,9.90024559000,http://geohazards.usgs.gov/cfusion/qfault/show_report_AB.cfm?fault_id=342&section_id=,25,
7511,"Pleito fault zone, eastern Pleito section (Pleito fault)",122,76b,"<15,000",2,1-5,2,T,,,1,Well constrained,100,,2,76,b,308,California Geological Survey,23.23866139000,http://geohazards.usgs.gov/cfusion/qfault/show_report_AB.cfm?fault_id=76&section_id=b,12,http://geohazards.usgs.gov/cfusion/qfault/qf_web_ims.cfm?qfault_id=76b
7512,"Pleito fault zone, western Pleito section (Pleito fault)",253,76a,"<1,600,000",5,0.2-1,3,R,,,2,Moderately constrained,100,,2,76,a,75,California Geological Survey,12.36436692000,http://geohazards.usgs.gov/cfusion/qfault/show_report_AB.cfm?fault_id=76&section_id=a,25,http://geohazards.usgs.gov/cfusion/qfault/qf_web_ims.cfm?qfault_id=76a
7513,Unnamed faults near Jaussaud Creek,144,708,"<750,000",4,<0.2,4,N,East,,1,Well constrained,100,,1,708,,223,U.S. Geological Survey,15.95349437000,http://geohazards.usgs.gov/cfusion/qfault/show_report_AB.cfm?fault_id=708&section_id=,14,http://geohazards.usgs.gov/cfusion/qfault/qf_web_ims.cfm?qfault_id=708
7514,Pajarito fault,134,2008,"<15,000",2,<0.2,4,N,East,,1,Well constrained,24,,1,2008,,209,"William Lettis & Associates, Inc.",4.21429028000,http://geohazards.usgs.gov/cfusion/qfault/show_report_AB.cfm?fault_id=2008&section_id=,12,http://geohazards.usgs.gov/cfusion/qfault/qf_web_ims.cfm?qfault_id=2008
7515,"Pleito fault zone, western Pleito section (Pleito fault)",353,76a,"<1,600,000",5,0.2-1,3,R,,,3,Inferred,100,,2,76,a,72,California Geological Survey,14.84215184000,http://geohazards.usgs.gov/cfusion/qfault/show_report_AB.cfm?fault_id=76&section_id=a,35,http://geohazards.usgs.gov/cfusion/qfault/qf_web_ims.cfm?qfault_id=76a
